問卷編號,"性別(男:0, 女:1)",出生年,年齡,CIAS_1,CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
243,0,88,11,3,3,4,4,3,3,3,1,3,2,2,2,2,2,3,4,2,3,2,3,3,4,1,3,1,1
244,0,89,10,3,1,4,2,3,4,4,3,2,4,4,2,4,4,4,4,3,4,4,3,4,4,2,2,4,3
245,0,89,10,3,1,2,2,2,3,1,1,1,2,1,1,1,1,3,1,1,1,2,1,4,1,2,1,1,1
246,0,89,10,4,4,4,3,3,4,3,1,3,1,2,1,3,1,4,1,1,1,2,3,4,2,1,2,1,1
247,0,89,10,3,4,3,3,3,3,3,3,2,4,2,4,1,3,3,3,3,2,4,1,3,3,1,3,2,4
248,0,89,10,2,1,4,1,3,4,3,4,4,1,3,4,1,1,4,4,3,4,1,3,4,3,3,2,1,1
250,0,89,10,3,4,3,3,4,3,3,1,2,1,1,3,2,2,3,1,1,2,2,2,2,3,2,2,2,1
251,0,89,10,4,4,2,4,4,,3,1,3,2,2,2,1,1,4,2,1,3,3,1,4,3,2,2,1,1
252,0,89,10,4,4,4,1,1,1,4,4,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1
253,1,87,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254,1,88,11,1,1,1,1,2,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
255,1,88,11,1,4,1,4,1,3,1,1,1,2,1,3,3,1,1,1,1,3,1,2,1,1,1,1,1,1
256,1,88,11,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,3,2,1,2,1,1
257,1,89,10,4,1,4,3,1,4,3,1,3,2,2,3,3,1,3,3,1,3,3,3,3,3,3,1,3,1
258,1,89,10,4,1,4,3,3,4,3,2,3,1,2,2,1,1,1,1,1,1,3,1,4,3,1,1,1,1
259,1,89,10,2,1,2,3,2,1,2,1,3,1,1,2,3,1,2,1,2,2,2,2,4,1,1,1,1,1
260,1,89,10,2,4,2,4,4,4,2,1,2,3,2,2,1,1,2,2,1,3,2,2,1,3,1,2,1,1
261,1,89,10,1,1,2,3,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,4,1,1,1,1,1
262,1,89,10,4,1,4,2,1,2,4,1,2,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,2,1
263,0,89,10,2,1,2,3,3,3,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,1,89,10,4,4,4,4,4,4,3,2,4,1,1,1,4,1,4,1,1,1,1,1,4,4,1,1,1,1
265,1,89,10,4,4,2,4,3,4,2,1,1,2,1,1,1,1,3,4,1,1,1,1,3,3,1,3,1,1
266,1,89,10,4,4,4,3,2,4,1,1,4,,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
267,1,89,10,4,4,1,4,3,4,4,3,1,1,1,1,4,1,1,1,1,1,1,1,4,2,1,1,1,1
268,1,89,10,4,1,1,1,1,1,4,1,1,2,1,1,4,1,4,2,1,1,1,2,4,1,1,1,2,1
269,0,89,10,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
270,1,89,10,3,2,2,3,2,3,3,1,4,2,1,2,1,1,2,2,3,2,2,4,2,2,1,2,1,1
271,1,88,11,4,1,2,1,3,2,2,1,2,1,2,1,2,1,4,2,1,2,1,4,1,2,1,1,1,1
272,1,88,11,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,1,88,11,2,3,4,3,4,4,2,4,4,3,3,2,2,3,2,4,2,1,3,3,2,1,3,3,1,2
274,1,88,11,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,3,3,2,2,2,2,1,1,1,2
275,1,89,10,3,1,3,1,1,2,2,1,2,1,1,3,3,1,3,1,3,3,1,1,3,1,1,1,1,1
276,0,89,10,,4,4,4,4,4,4,1,4,4,4,1,1,4,1,4,1,1,4,4,1,4,1,4,4,1
277,1,89,10,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2
278,1,88,11,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,1,89,10,3,3,2,2,3,4,2,2,2,2,3,2,4,2,3,3,2,2,3,2,3,2,2,2,2,3
280,0,89,10,2,4,3,4,3,4,4,1,2,4,2,2,2,2,2,4,1,1,1,3,2,2,1,2,1,1
281,0,88,11,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,3,2,2,1,2,1,1,1,1,1
282,1,89,10,3,4,4,4,4,4,4,4,4,4,4,3,,4,4,4,3,4,3,3,3,4,3,4,3,3
283,1,88,11,3,2,2,3,3,2,3,1,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,2,2,2
284,1,89,10,1,3,2,1,2,1,3,1,1,2,1,1,1,1,2,2,2,2,1,3,3,3,2,2,1,1
286,1,89,10,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
287,1,89,10,4,3,3,3,2,2,3,2,3,2,4,3,3,2,3,3,2,2,3,3,2,1,3,2,1,2
288,0,88,11,2,1,2,1,2,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
289,1,88,11,4,3,4,2,1,1,1,2,3,4,1,4,4,1,4,1,4,1,4,1,4,4,3,2,,1
290,1,89,10,4,3,3,3,4,,4,3,4,3,4,4,3,4,3,3,4,4,3,3,4,4,3,4,3,4
291,1,89,10,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,3,2,1,1,1,1,1
292,0,89,10,4,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
295,0,88,11,3,2,3,2,2,2,2,2,2,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,2
296,1,89,10,4,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,1
297,1,89,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,1,88,11,3,2,3,3,2,4,2,2,2,2,3,1,4,1,1,3,2,2,2,1,4,3,1,1,1,3
299,0,88,11,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
301,1,89,10,3,,2,3,,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
302,0,89,10,1,3,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1
303,0,89,10,2,2,3,3,2,4,2,1,4,2,3,1,1,1,1,1,1,2,3,2,1,2,1,1,1,1
304,0,89,10,1,4,2,,2,4,4,1,1,,2,1,2,2,2,1,1,1,1,4,1,,1,4,2,1
305,0,89,10,4,2,1,1,,3,2,1,2,2,2,1,3,2,1,1,1,3,2,1,1,1,2,1,1,1
306,1,89,10,3,2,2,3,2,3,2,1,1,2,,3,3,4,,2,1,3,3,2,3,1,1,2,1,1
308,0,88,11,3,2,2,1,2,4,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,3,1,1,1,1
309,0,88,11,3,2,2,2,1,4,2,1,2,2,3,2,3,1,3,4,2,2,4,2,2,4,2,1,2,1
310,1,89,10,3,1,2,2,1,3,2,1,3,2,2,1,2,1,3,2,2,1,1,1,3,2,1,2,1,1
311,1,89,10,3,2,3,2,2,3,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
312,0,89,10,3,2,2,2,3,2,2,1,1,2,1,3,2,1,2,2,2,3,2,1,2,2,2,2,2,1
313,0,89,10,2,2,2,3,1,3,2,2,1,2,2,2,2,1,2,2,2,3,2,4,2,2,2,2,3,1
314,1,88,11,1,2,2,1,1,2,1,1,1,2,1,1,3,2,2,1,1,2,1,2,1,1,1,2,1,1
315,1,89,10,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
316,1,88,11,2,,3,1,2,2,1,1,1,2,3,1,2,1,1,2,1,3,3,2,4,3,1,1,1,1
317,1,89,10,3,1,1,,2,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,3,2,1,1,1,1
318,1,88,11,2,3,3,2,1,2,2,1,2,2,2,1,1,2,3,2,2,2,2,1,3,2,2,2,2,2
319,1,88,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
320,1,88,11,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1
321,1,88,11,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
322,0,89,10,2,3,3,4,1,4,2,2,1,4,3,3,3,4,2,3,3,3,3,4,3,3,1,2,1,1
323,0,88,11,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,4,1,4,3,3,1,4,1,3,2,1
324,0,88,11,2,3,3,4,1,4,3,1,2,3,2,2,3,3,2,,3,3,2,,2,,2,3,2,1
325,0,89,10,1,4,4,3,4,4,1,2,4,3,4,4,2,,2,3,1,1,4,4,1,3,3,4,2,4
326,0,88,11,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
328,0,89,10,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1
330,0,88,11,1,3,2,3,4,2,1,1,2,3,2,2,2,1,1,4,1,1,2,2,1,1,1,1,1,1
331,1,88,11,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
332,1,87,12,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,1,88,11,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,1,88,11,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
335,0,88,11,3,3,3,2,2,3,1,2,2,1,3,3,3,2,2,2,3,2,2,2,3,2,2,3,2,2
336,1,88,11,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,0,87,12,4,4,4,4,4,1,2,4,4,3,1,1,1,2,2,4,4,3,3,3,2,2,2,2,2,2
341,1,88,11,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,1,88,11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
343,1,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,1,88,11,2,2,1,3,1,3,2,1,2,1,2,1,1,1,3,2,2,1,3,1,1,1,1,1,2,1
347,0,88,11,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
348,1,88,11,3,2,2,1,2,3,2,1,2,,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2
349,0,88,11,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
350,1,88,11,4,1,1,1,1,1,2,1,1,1,1,1,2,2,4,2,1,2,2,2,3,4,2,2,1,2
352,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
357,1,88,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
358,0,89,10,2,1,1,3,3,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
359,1,89,10,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,3,4,2,2,3,2,1,1,3,2
360,0,89,10,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,3,3,1,,1,1,1,1,1,1
361,1,89,10,3,2,2,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,1,2
362,1,88,11,2,2,2,,3,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,3,1,1
363,0,88,11,1,3,1,3,4,4,1,1,2,2,4,1,1,1,3,4,1,1,4,4,3,4,1,1,1,1
364,0,89,10,3,1,3,2,1,3,1,1,2,1,2,1,1,1,1,3,,2,2,1,3,3,1,1,1,1
365,1,89,10,2,3,1,3,4,2,2,1,4,1,3,1,3,2,1,2,1,2,4,1,1,2,1,4,1,1
366,1,89,10,3,2,1,1,1,3,2,1,2,1,2,2,1,2,2,2,1,2,2,1,4,2,1,1,2,1
367,0,89,10,4,1,1,1,1,1,4,1,3,1,4,1,1,1,3,1,1,1,1,1,3,1,,1,3,1
368,1,88,11,4,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1
369,1,88,11,2,3,3,2,3,3,3,1,3,2,3,1,1,1,2,3,3,3,2,3,2,3,2,2,2,2
370,0,89,10,3,3,2,2,2,3,2,1,2,1,2,1,1,2,1,1,1,2,1,2,,2,1,1,1,1
371,0,89,10,1,1,1,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2
372,0,89,10,4,2,2,2,3,3,3,1,2,2,2,2,3,1,2,2,1,2,3,1,3,3,1,1,1,1
373,0,89,10,3,4,3,4,4,4,1,1,1,4,4,1,1,1,4,4,4,1,1,4,4,3,2,2,2,2
374,0,89,10,4,2,3,1,3,2,1,1,3,1,4,1,1,3,3,3,1,2,3,3,3,3,2,1,3,3
375,0,89,10,3,3,2,4,3,2,3,1,2,4,4,3,1,2,3,4,1,2,4,4,2,3,2,3,2,1
376,0,88,11,3,4,1,3,3,2,3,2,3,1,3,2,3,2,3,4,3,2,1,3,3,2,3,3,2,2
378,1,88,11,3,3,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1
379,1,88,11,3,4,2,3,4,4,2,1,1,3,3,2,1,1,2,4,2,3,3,3,3,3,1,1,1,1
380,0,89,10,3,3,2,2,3,4,3,1,2,3,2,2,2,1,3,3,2,2,2,2,2,1,2,2,2,1
381,1,89,10,2,1,4,4,4,4,1,1,2,3,1,,4,1,4,4,1,4,4,4,3,2,3,2,4,3
382,1,89,10,4,1,3,1,1,3,1,1,1,,2,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1
383,0,89,10,3,3,3,2,2,3,3,2,2,2,2,3,3,2,1,1,1,1,3,4,1,2,3,,1,1
384,1,89,10,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1
386,1,89,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
387,0,88,11,4,4,3,3,1,3,3,1,1,1,2,3,1,4,,2,1,2,1,1,2,3,1,3,2,3
389,0,89,10,,3,,3,1,2,1,1,2,1,2,2,3,1,4,2,1,1,2,2,3,2,1,1,2,1
390,1,88,11,1,1,1,2,1,3,4,1,2,3,1,1,2,,4,4,3,1,2,4,1,1,4,2,3,3
391,1,89,10,3,2,2,1,2,1,4,1,1,2,1,1,1,1,3,2,2,2,2,2,3,2,1,1,1,1
392,0,89,10,2,3,2,2,2,1,3,2,1,1,2,1,1,1,2,1,2,1,2,2,3,1,1,1,2,1
393,0,88,11,4,2,1,1,3,1,4,1,3,1,1,1,1,1,3,1,2,4,1,1,4,1,1,1,1,1
394,0,88,11,3,3,1,3,2,2,3,2,3,3,2,2,2,1,2,3,2,2,3,,2,2,2,3,2,2
395,1,88,11,2,4,2,4,4,4,1,4,2,3,2,2,2,4,1,3,,2,2,4,2,2,2,2,2,3
396,1,87,12,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1
397,0,88,11,3,1,2,2,2,2,2,1,2,1,1,1,3,1,4,1,1,1,1,1,3,2,4,1,1,2
398,0,87,12,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,0,88,11,2,2,1,1,1,,4,1,1,4,1,2,1,1,1,1,1,1,1,4,1,4,3,4,1,1
400,1,88,11,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
401,1,88,11,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,1,87,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,0,88,11,3,3,2,2,3,3,2,2,2,3,2,2,2,2,3,3,2,3,2,2,3,2,2,2,3,2
404,1,88,11,1,3,3,3,2,1,1,1,3,3,4,2,1,1,4,2,4,4,4,2,2,4,1,1,1,1
405,1,87,12,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
407,1,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,0,89,10,3,3,3,3,2,2,3,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,1,1,2
410,1,89,10,3,1,1,1,1,2,1,1,1,2,2,1,2,1,2,3,3,3,3,3,3,3,3,2,2,2
411,0,88,11,3,1,1,3,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,4,4,1,2,1,1
412,0,88,11,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1
413,1,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1
414,0,89,10,2,4,2,1,1,1,2,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1
415,1,88,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,0,89,10,3,1,4,3,2,3,4,1,3,1,2,1,1,1,3,2,2,2,2,2,3,3,2,2,1,1
417,1,89,10,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
418,0,89,10,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1
419,0,89,10,4,3,1,1,3,4,1,1,1,3,3,3,2,3,2,2,4,4,3,1,3,3,1,1,3,1
420,1,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,0,88,11,4,2,3,4,3,2,1,1,1,2,2,1,4,2,4,1,2,1,2,1,4,3,2,2,1,2
422,1,88,11,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
423,0,88,11,4,3,2,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,0,89,10,3,1,2,1,1,4,3,1,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
425,1,89,10,4,1,4,4,1,1,1,2,2,1,2,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
426,1,87,12,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1
427,0,87,12,3,1,3,1,3,2,2,1,3,1,1,1,2,2,2,1,2,2,1,3,1,1,1,3,1,1
428,0,87,12,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
429,0,87,12,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,2,1,1,3
430,1,87,12,2,3,1,2,4,2,1,1,1,2,4,1,1,1,1,2,1,1,2,3,1,1,1,2,1,1
431,0,86,13,3,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,2,,2,3,2,2,3,3
432,1,87,12,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,0,87,12,3,2,2,2,2,3,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1
434,1,87,12,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
435,0,87,12,3,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,3,2,3,3,2,3,2,3,3,2
436,1,87,12,2,1,2,1,2,1,1,1,2,1,1,1,3,1,3,1,1,1,1,1,4,3,1,1,2,1
437,0,87,12,3,3,2,2,1,3,2,2,2,2,2,2,3,1,1,2,3,3,2,1,3,1,1,2,1,1
438,0,87,12,3,2,1,3,2,2,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1
439,1,87,12,3,2,1,2,4,4,3,1,1,3,3,1,1,2,1,3,1,1,3,3,1,2,1,2,1,1
440,1,86,13,4,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,1,2,2,1
441,0,86,13,3,3,2,3,3,3,1,3,3,2,3,4,4,3,1,3,4,4,1,4,4,4,2,3,1,1
442,0,87,12,2,3,1,1,1,1,4,4,2,1,4,2,1,1,1,1,1,1,4,1,1,4,1,1,1,1
443,1,87,12,2,1,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,3,1,2,1,1
444,1,87,12,3,2,3,3,2,2,3,1,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,1,2
445,0,86,13,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,1,86,13,4,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,1,3,3,3,1,2,2,1
447,1,86,13,1,3,1,2,3,4,1,1,3,1,3,1,1,1,1,1,1,1,3,1,3,1,,1,1,1
448,0,87,12,3,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
449,1,87,12,2,1,2,2,3,2,2,1,1,,1,1,1,1,2,2,2,1,2,3,1,1,1,2,1,1
450,1,86,13,3,2,2,2,2,3,2,1,2,2,2,2,2,1,3,2,2,2,2,1,3,2,2,2,1,1
451,1,87,12,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
452,0,87,12,3,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,3
453,0,87,12,1,3,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,1,4,3,4,4,4,4,3,1
454,0,86,13,2,3,3,3,2,3,3,2,2,2,2,3,3,2,3,3,2,2,3,3,3,3,2,2,3,2
455,0,87,12,2,2,2,,3,2,2,1,2,2,3,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1
456,1,87,12,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
457,1,87,12,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
458,1,86,13,3,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1
459,0,86,13,3,2,2,2,2,1,3,1,2,2,2,2,1,,,4,2,3,3,3,2,3,2,1,,2
461,0,86,13,1,3,4,,3,,2,1,1,3,1,2,1,,4,3,2,4,1,2,4,2,4,2,1,4
462,0,86,13,3,3,3,2,2,3,,1,1,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,3,3
463,1,87,12,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2
464,0,87,12,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2
465,0,87,12,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2
466,1,87,12,2,2,3,3,3,2,3,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2
467,0,87,12,1,3,1,4,3,1,4,1,3,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1
469,1,87,12,2,4,1,3,3,3,2,1,1,3,2,1,3,2,3,3,2,3,2,3,2,2,1,2,1,1
470,0,87,12,1,3,1,4,2,4,1,1,4,2,2,1,1,3,2,4,2,1,4,3,1,3,1,4,1,1
471,1,87,12,2,1,2,3,2,2,2,1,1,1,1,2,1,1,2,1,3,3,1,1,3,3,1,1,1,1
472,0,87,12,1,2,4,3,3,2,3,1,3,2,2,1,2,1,3,3,3,4,2,2,2,3,1,2,1,1
473,1,87,12,3,1,2,2,2,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,3,2,3,2,2,2
474,1,87,12,3,1,3,2,1,2,1,1,3,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,1,1
475,1,87,12,2,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1
476,0,87,12,3,4,3,3,4,3,3,1,3,4,2,1,1,1,2,4,2,1,3,2,1,2,1,3,1,2
477,0,86,13,2,1,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2
478,0,87,12,4,1,3,1,3,1,4,1,3,2,3,2,4,1,3,2,4,1,3,2,1,4,2,3,1,3
479,0,86,13,3,3,2,1,2,2,2,2,3,1,1,1,1,1,3,4,1,1,1,4,2,2,2,1,1,1
480,1,87,12,3,1,3,1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1
481,1,86,13,3,2,2,1,1,2,1,1,3,1,1,1,1,1,2,1,1,2,2,1,,1,1,1,2,1
482,1,87,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
483,0,86,13,3,3,3,2,2,3,2,1,2,2,2,1,1,1,2,4,1,1,1,2,4,3,1,1,1,1
484,0,87,12,3,3,4,3,,4,2,1,1,3,3,2,3,1,3,3,2,4,3,2,4,2,1,1,1,1
485,0,87,12,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
486,0,87,12,1,3,1,4,4,4,4,1,1,1,1,1,3,1,3,1,1,1,4,2,3,4,1,1,1,2
487,1,87,12,3,2,3,2,2,3,3,1,2,2,2,1,1,1,3,2,1,3,1,1,1,3,1,2,1,1
488,0,86,13,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
489,0,86,13,3,3,4,3,4,4,2,2,4,4,2,2,2,3,2,3,1,1,3,3,1,3,4,3,1,2
490,1,86,13,3,3,2,3,2,3,2,1,1,2,2,2,2,1,2,2,2,3,2,1,3,3,1,1,1,1
491,0,87,12,3,2,1,1,2,3,2,1,1,1,2,1,1,1,2,1,1,1,2,1,,,,,,1
492,1,86,13,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,3,2,3,2,3,3
494,0,86,13,1,1,1,2,1,3,,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1
495,1,87,12,3,2,2,2,3,3,2,3,3,2,1,3,2,2,2,2,2,2,3,2,2,4,3,2,2,2
496,0,86,13,3,2,2,3,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2
497,0,86,13,4,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
