問卷編號,"性別(男:0, 女:1)",出生年,年齡,"CIAS_1(CIAS編碼 1: 非常不同意, 2: 不同意, 3: 同意, 4: 非常同意)",CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
227,1,85,14,3,2,2,3,2,3,2,1,1,3,2,3,2,1,3,2,2,3,2,1,3,2,1,1,2,2
228,1,86,13,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1
229,1,86,13,4,4,3,4,4,4,4,1,4,4,4,2,4,2,3,2,1,4,4,4,4,4,1,4,1,1
230,0,86,13,2,3,1,1,3,3,3,1,1,2,2,3,1,2,1,1,3,1,2,1,2,1,1,3,2,2
231,0,85,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2
232,0,86,13,2,3,1,1,1,2,3,1,2,3,2,1,1,1,4,3,2,1,2,2,2,2,1,1,1,1
233,0,86,13,3,2,2,2,1,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1
234,1,85,14,3,2,2,1,3,3,3,1,1,1,1,3,1,1,1,1,2,3,3,2,3,2,1,2,1,1
235,0,85,14,3,1,1,1,3,4,3,2,2,2,2,4,2,2,3,4,4,4,4,3,1,1,1,1,3,3
236,1,86,13,3,2,2,3,3,3,3,1,2,2,2,3,3,2,3,2,2,2,2,3,3,3,2,2,3,2
237,1,86,13,3,3,2,3,2,3,2,1,1,2,2,2,3,1,3,2,3,2,2,3,2,2,1,1,1,1
238,0,85,14,3,3,3,4,3,3,3,2,1,4,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2
239,0,85,14,3,4,3,4,3,1,3,2,2,2,4,4,4,4,3,2,2,4,3,2,4,4,2,2,4,4
240,0,85,14,2,3,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
241,1,86,13,3,3,2,3,3,2,2,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1
242,1,85,14,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2
243,0,86,13,1,4,2,1,3,3,3,1,3,3,3,1,1,4,1,1,2,2,2,3,3,2,2,2,2,2
244,0,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,0,86,13,4,4,4,4,4,2,4,3,2,4,3,3,1,2,4,4,4,3,3,4,4,2,1,3,4,4
246,0,86,13,3,4,3,4,2,4,2,1,2,3,2,2,4,2,4,3,4,1,1,3,3,2,2,3,3,1
247,1,86,13,1,2,2,4,1,1,2,1,1,2,1,1,4,1,3,1,3,4,1,1,1,1,1,1,1,1
248,1,86,13,4,3,3,2,2,4,2,1,2,3,3,2,2,2,2,3,2,2,3,1,1,3,2,2,3,2
249,0,85,14,2,3,2,2,1,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2
250,1,85,14,2,3,2,2,3,4,2,1,1,1,1,2,3,1,2,2,1,2,1,1,2,1,1,1,1,1
251,1,86,13,1,4,1,4,4,4,1,2,4,4,4,1,1,4,1,4,1,1,4,4,1,1,4,4,4,1
252,0,86,13,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
253,0,85,14,3,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
254,0,86,13,2,2,2,3,1,4,2,1,2,1,3,1,2,2,2,4,1,2,2,3,2,2,2,2,2,2
255,1,85,14,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
256,0,85,14,3,4,4,4,4,4,4,4,2,4,4,1,4,2,1,4,2,1,4,4,3,4,4,4,4,4
257,0,86,13,4,3,2,4,4,4,4,1,1,1,1,1,4,2,2,2,2,2,3,4,2,4,1,1,1,2
258,1,86,13,3,4,2,1,1,2,3,1,2,2,2,3,1,2,3,4,4,3,3,2,4,2,1,1,2,4
259,1,86,13,3,4,4,4,2,4,4,2,4,3,3,1,4,2,4,4,3,4,4,3,4,3,1,4,4,4
260,0,85,14,4,4,1,1,4,4,3,1,3,1,1,1,1,1,1,1,2,1,1,2,4,3,1,4,1,1
261,0,86,13,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
262,0,85,14,3,3,4,2,2,2,2,2,4,3,1,3,1,1,1,1,1,1,1,1,4,4,2,1,3,4
263,1,86,13,3,2,2,2,1,2,1,2,2,1,1,2,3,2,1,2,3,3,2,1,2,2,2,1,3,2
264,1,85,14,3,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1
265,1,85,14,2,2,3,2,2,2,2,1,3,2,2,1,1,1,2,2,1,2,2,2,3,2,1,2,1,1
266,1,85,14,2,1,2,1,2,2,3,3,3,2,1,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2
267,1,85,14,3,3,3,3,3,3,1,3,3,3,3,1,3,2,3,3,2,2,3,3,3,3,3,3,3,3
268,1,85,14,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
269,1,85,14,3,2,2,2,2,3,2,4,2,2,2,1,1,2,3,3,2,2,2,2,2,2,1,1,1,3
270,1,85,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
271,0,84,15,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
272,1,85,14,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
273,0,85,14,4,4,4,4,3,4,3,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4
274,0,84,15,4,2,2,3,2,2,1,4,2,2,3,4,1,1,1,1,1,1,3,3,3,3,3,3,3,1
275,1,85,14,2,2,2,2,2,3,2,1,3,2,2,1,1,1,3,2,2,1,3,2,2,3,1,2,1,1
276,0,85,14,2,2,3,3,3,2,1,1,3,1,2,1,1,2,3,2,2,3,1,1,2,2,1,2,1,1
277,0,85,14,3,3,2,3,2,3,3,1,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2
278,0,84,15,3,2,2,3,2,2,3,1,1,1,1,3,1,1,3,1,3,1,3,1,1,1,1,1,1,1
279,0,84,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
280,1,85,14,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
281,1,85,14,3,1,2,2,2,3,3,1,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,2,2,2
282,0,85,14,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1
283,1,84,15,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1
284,0,84,15,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
285,0,84,15,3,2,2,2,2,2,4,1,2,2,2,2,3,2,3,1,2,2,1,1,4,1,1,1,2,2
286,0,85,14,1,1,1,1,1,1,1,1,3,1,2,3,1,3,2,2,1,2,1,2,1,2,3,2,1,3
287,1,85,14,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,4
288,0,84,15,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
289,0,84,15,3,2,2,2,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1
290,0,85,14,3,2,2,3,2,2,2,2,3,3,3,3,2,2,3,3,3,2,3,2,2,2,1,2,2,2
291,0,85,14,2,1,2,4,1,3,1,1,1,1,1,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1
292,0,85,14,4,3,2,3,2,2,4,2,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2
293,0,85,14,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
294,1,84,15,3,4,3,3,3,3,2,1,3,3,3,2,2,2,2,3,2,3,3,3,2,3,2,3,2,2
295,0,84,15,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,4,3,4,4,4,4
297,0,85,14,2,3,2,1,2,4,2,1,1,2,3,3,1,1,2,4,1,1,1,4,1,1,1,4,1,1
298,1,85,14,2,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1
299,0,85,14,1,4,2,2,4,2,2,3,3,4,3,2,2,3,2,4,2,2,2,4,2,2,3,2,3,2
300,1,84,15,1,2,1,1,2,3,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1
301,0,84,15,1,4,4,4,4,4,4,2,4,4,3,3,1,4,1,4,3,3,4,3,1,2,2,4,1,1
302,0,85,14,2,3,1,4,3,3,3,3,2,3,2,2,2,2,3,1,2,3,2,2,1,1,1,2,2,2
303,1,85,14,4,2,1,3,2,3,2,3,1,2,2,2,3,1,2,3,3,3,2,2,2,2,2,1,3,3
304,1,85,14,3,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,3,2,2,2,2,3
305,1,85,14,3,4,3,3,3,4,4,4,2,2,3,4,4,2,3,3,3,2,3,3,3,3,2,3,3,3
305,1,86,13,3,2,2,3,4,3,3,2,2,2,2,3,3,2,3,2,3,3,2,2,3,2,2,3,2,3
306,1,85,14,4,3,4,3,2,4,2,1,2,1,4,1,1,2,3,1,2,3,4,3,3,4,1,3,1,2
307,0,85,14,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,3,3
308,0,85,14,4,3,1,4,4,1,4,4,4,3,4,2,4,1,3,4,4,2,2,3,4,3,4,3,4,4
309,1,84,15,1,2,1,3,2,1,2,1,1,2,2,2,3,3,2,2,2,2,2,2,4,1,1,1,1,1
310,0,84,15,4,1,1,3,4,4,1,1,1,1,1,3,3,1,4,1,3,4,3,1,4,1,1,1,3,1
311,0,84,15,3,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
312,1,85,14,1,1,1,1,2,2,1,1,1,1,2,1,3,1,4,1,2,3,1,2,3,1,1,1,2,4
313,0,85,14,2,2,4,4,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,2,3
314,0,85,14,3,2,2,3,1,4,4,2,2,2,3,2,2,4,3,3,1,2,2,1,3,1,2,3,3,2
315,1,85,14,3,3,4,3,3,3,2,1,3,3,3,2,2,2,3,3,2,2,2,3,2,3,2,3,2,2
316,0,84,15,3,4,3,4,3,,3,3,,,4,4,3,4,3,4,2,3,4,1,1,3,3,4,4,4
317,0,85,14,4,3,3,3,4,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,4,2,3,2,3
318,1,85,14,3,2,3,3,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1
319,1,85,14,3,3,2,2,2,3,2,3,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,1,2,3
320,0,85,14,2,2,2,3,2,2,4,1,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1
321,0,85,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,0,84,15,1,1,3,2,1,1,2,1,1,1,2,1,1,2,3,1,1,1,1,1,1,2,2,1,1,1
323,0,85,14,4,4,4,3,1,4,4,1,4,1,2,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1
324,0,84,15,4,3,3,3,4,4,4,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,4,3
325,0,84,15,3,1,2,1,2,3,2,1,2,1,1,1,1,1,1,2,2,1,1,1,3,2,1,1,1,1
326,0,85,14,3,1,2,2,2,2,2,1,2,2,2,1,3,2,3,2,2,3,1,1,3,2,2,2,3,3
327,1,85,14,3,2,2,3,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,3,2
328,1,85,14,2,3,4,1,3,3,2,4,3,1,2,1,4,3,4,1,4,4,2,1,4,2,2,1,2,2
329,0,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
330,1,85,14,4,2,3,2,2,3,3,1,3,2,2,1,,2,3,2,2,3,2,3,4,3,2,3,3,1
331,1,84,15,2,1,1,1,1,2,3,1,1,1,1,1,1,1,3,3,1,1,2,1,2,1,1,1,1,1
332,0,86,13,3,4,2,4,2,2,3,1,,4,2,1,1,2,2,2,2,2,2,4,2,2,2,2,2,2
333,1,84,15,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1
334,1,85,14,1,2,2,3,2,3,2,1,2,2,3,2,2,2,2,2,1,2,3,3,1,2,1,2,2,1
335,0,85,14,3,1,2,1,1,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1
336,0,85,14,4,2,2,2,1,2,4,1,2,1,2,2,4,2,1,2,1,1,1,1,4,1,1,1,3,1
337,0,85,14,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2
338,1,85,14,3,3,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
339,1,84,15,2,3,2,4,2,1,2,1,2,2,2,1,4,2,2,2,3,2,2,4,3,1,1,2,3,1
340,1,84,15,4,1,4,4,4,4,4,3,4,1,4,1,1,3,1,4,1,1,3,3,3,3,3,3,3,2
341,1,85,14,2,2,3,2,,3,3,2,3,2,2,4,2,2,3,1,3,3,3,2,2,3,3,2,2,2
342,1,84,15,3,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1
343,0,84,15,1,4,4,1,1,4,1,1,1,1,1,1,1,1,4,4,1,3,4,4,4,4,1,3,1,1
344,0,85,14,3,3,3,4,2,3,2,1,2,3,3,2,2,4,1,3,3,3,2,1,3,3,2,3,3,2
345,1,85,14,2,2,2,2,2,4,2,1,1,1,3,2,3,2,2,2,2,3,3,2,3,3,2,2,2,2
346,0,84,15,3,4,2,4,2,3,1,4,2,2,3,1,1,1,2,1,1,4,2,1,2,1,3,1,1,1
347,1,85,14,2,1,1,1,4,3,1,1,1,1,1,1,1,2,2,3,1,1,1,2,1,2,1,1,3,2
348,1,85,14,3,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,2,2,3,2,2,3,2,2
349,1,84,15,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
350,1,84,15,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2
351,1,84,15,3,1,1,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1
352,1,83,16,3,3,2,3,3,3,2,1,1,3,3,2,2,2,2,3,2,2,3,2,2,3,2,1,1,1
353,1,83,16,1,3,3,3,3,3,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,2,1,1,1,1
354,0,83,16,3,2,2,3,3,3,2,1,1,3,2,2,2,2,3,2,2,2,2,2,2,1,1,2,3,2
355,0,84,15,3,3,3,2,3,3,2,1,1,1,2,1,1,1,1,3,1,3,3,1,4,3,1,1,1,1
356,1,83,16,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
357,1,84,15,3,2,3,2,3,1,3,1,1,1,2,,3,3,3,2,3,1,1,2,3,2,3,1,1,3
358,0,83,16,3,3,2,3,3,3,4,4,4,3,3,2,4,3,3,2,3,4,4,3,3,3,3,2,1,3
359,1,83,16,3,3,3,3,2,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2
360,0,83,16,3,2,3,3,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
361,1,83,16,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
362,1,84,15,4,4,3,3,2,4,4,3,4,3,4,1,2,3,2,2,4,3,2,3,2,2,2,2,,3
363,0,84,15,2,3,3,3,3,2,3,3,3,3,2,3,4,3,2,3,3,3,2,3,3,2,3,3,3,3
364,0,83,16,4,2,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,1
365,0,83,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,1,84,15,3,4,3,2,1,3,2,1,2,2,2,2,3,1,2,3,2,2,2,2,2,3,1,2,1,2
367,0,83,16,1,2,3,4,3,2,3,2,1,4,3,3,2,2,3,4,3,3,4,1,3,2,3,2,3,3
368,1,83,16,2,3,1,2,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,3,1,2,1,1,3,1
369,1,83,16,4,4,2,3,3,2,1,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,3,2,2,3
370,0,84,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,3,2,3,2,2,2
371,0,84,15,1,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1
372,1,84,15,3,4,3,3,3,4,1,3,1,3,3,1,2,1,1,2,3,2,2,3,2,3,2,4,4,1
373,0,84,15,2,2,2,2,2,3,4,3,2,1,2,2,3,2,3,2,4,3,2,3,3,2,3,2,4,3
374,0,83,16,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
375,0,84,15,2,4,4,2,4,1,4,2,4,3,3,2,4,2,3,2,4,2,4,2,4,3,4,1,3,4
376,0,83,16,3,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
377,0,84,15,3,2,3,2,1,3,3,2,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,2
378,0,83,16,4,3,2,1,2,3,4,3,2,2,2,3,2,1,2,3,4,3,2,1,3,4,3,2,1,2
379,0,84,15,4,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
380,1,84,15,3,3,2,3,3,3,1,1,2,3,2,1,2,2,1,3,2,2,2,3,3,3,1,2,2,2
381,1,84,15,3,2,2,3,2,2,2,1,1,2,2,3,2,1,3,3,2,3,2,2,2,2,1,1,3,1
382,1,85,14,3,3,3,3,2,2,2,1,1,2,3,2,2,2,2,3,2,3,3,2,2,2,1,2,2,1
383,0,84,15,3,3,4,4,3,3,3,1,2,2,3,2,4,2,2,1,4,2,2,1,3,4,1,1,4,1
384,1,85,14,2,2,3,2,3,2,3,1,1,1,1,2,3,2,3,1,2,2,2,3,2,2,2,1,2,2
385,1,84,15,4,2,4,2,2,4,4,1,4,1,4,2,3,1,4,3,2,4,4,4,2,3,1,3,1,2
386,1,85,14,4,2,4,2,1,4,3,1,4,1,4,1,3,2,1,1,2,1,1,3,3,4,1,1,3,1
387,0,85,14,4,3,2,1,2,3,4,3,2,3,2,2,4,3,1,4,1,3,2,3,2,4,1,2,4,1
388,1,85,14,1,2,1,2,2,2,1,1,1,2,2,2,3,2,1,2,2,3,2,1,3,2,1,1,2,1
387,0,84,15,2,1,3,1,1,2,4,1,2,1,1,1,1,2,1,1,2,3,1,1,4,1,1,1,1,2
390,0,84,15,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2
391,0,85,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,0,85,14,4,3,2,3,4,4,3,2,2,2,1,1,2,2,4,2,3,4,3,3,2,3,1,2,3,2
393,0,85,14,2,2,3,2,4,4,2,2,3,2,1,1,1,1,3,1,4,1,1,4,1,3,1,3,1,1
394,1,85,14,2,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
395,1,84,15,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
396,1,84,15,2,2,3,3,3,3,2,1,2,2,1,1,2,1,1,3,2,3,1,1,3,2,2,2,1,1
397,1,85,14,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1
398,0,85,14,4,4,4,4,3,4,4,1,1,4,4,4,3,1,4,3,3,3,4,4,4,4,1,4,1,1
399,1,85,14,4,4,4,4,4,4,3,2,4,2,1,1,1,2,3,3,2,1,3,4,1,1,3,3,3,3
400,1,85,14,2,4,2,2,4,3,1,1,2,2,3,1,1,1,2,4,2,2,1,4,2,2,1,2,1,1
401,0,85,14,2,1,2,1,3,3,2,1,1,2,1,4,2,1,4,2,2,2,2,3,2,2,1,1,1,1
402,1,85,14,4,2,2,3,3,2,2,1,1,1,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2
403,0,85,14,3,2,2,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2
404,0,84,15,4,4,4,4,4,4,3,1,4,3,4,4,1,3,4,4,4,4,4,4,4,4,1,4,1,1
405,1,85,14,4,4,4,4,3,3,4,1,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2
406,1,84,15,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,2,3,2,2
407,0,84,15,2,2,3,2,3,2,1,1,1,2,4,1,2,2,3,3,2,4,2,4,2,4,1,2,1,1
408,1,85,14,3,3,2,4,3,4,3,1,2,4,3,2,2,2,3,4,2,2,3,4,2,3,1,2,2,1
409,1,85,14,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1
410,0,84,15,2,3,3,3,3,2,2,1,3,2,2,3,3,2,2,3,2,3,2,2,3,2,1,3,3,3
411,0,84,15,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1
412,1,85,14,4,4,2,3,1,3,3,1,1,1,3,1,4,4,2,3,4,2,1,4,3,1,1,1,1,1
413,0,85,14,4,2,3,1,2,2,1,1,2,1,1,1,1,1,3,1,3,2,1,1,4,1,1,1,1,1
414,1,85,14,2,4,3,4,2,2,4,1,3,2,2,1,1,4,1,1,1,1,4,2,1,3,1,2,1,1
415,0,84,15,2,2,2,3,3,3,2,2,2,3,2,3,2,2,3,3,3,2,2,3,3,3,2,3,2,2
416,0,85,14,3,2,3,2,2,3,2,2,3,1,1,1,2,1,3,3,2,1,2,1,3,2,1,2,3,2
417,1,85,14,2,1,3,,1,3,2,1,2,2,1,2,1,2,2,2,2,3,1,1,1,1,1,1,4,1
418,1,84,15,2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,2,3,3,2,2,3,1,2,2,2,2
419,0,84,15,3,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2
420,1,85,14,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
421,0,85,14,2,1,4,1,1,3,3,1,3,1,1,1,1,3,2,1,1,1,3,1,4,1,1,1,1,1
422,0,84,15,3,3,3,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,2,2
423,0,85,14,3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3
424,1,85,14,3,1,3,1,2,3,2,1,2,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2
425,1,85,14,2,3,3,3,4,3,4,1,3,3,1,1,1,1,4,4,4,4,1,1,3,4,1,2,1,1
426,0,84,15,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2
427,0,84,15,3,2,2,3,1,1,1,1,2,2,2,2,1,2,4,1,1,1,1,2,1,1,1,1,2,1
428,1,84,15,2,3,3,3,3,4,3,1,2,2,3,1,2,2,2,3,3,3,3,3,3,3,3,3,2,3
429,1,84,15,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
430,1,85,14,2,2,3,3,2,3,2,1,3,2,1,4,3,1,2,3,3,3,2,2,3,2,2,3,2,3
431,1,85,14,2,4,4,4,3,3,3,2,2,3,4,2,3,4,2,4,3,2,3,4,2,3,2,2,2,3
432,0,84,15,2,3,2,2,4,2,3,2,1,3,2,1,3,2,3,4,3,2,3,1,3,1,4,2,3,2
433,0,85,14,3,2,4,4,2,4,3,2,3,2,1,3,2,2,3,4,3,3,2,3,3,4,1,3,4,2
434,0,84,15,3,1,2,4,2,2,3,3,3,1,2,2,3,2,2,2,4,4,3,2,1,1,2,2,3,2
435,1,86,13,3,3,4,3,2,3,3,3,2,2,3,2,2,2,3,3,2,3,2,2,3,3,2,2,2,2
436,1,84,15,3,3,3,2,2,3,3,1,2,1,3,1,2,2,2,3,1,2,2,1,1,2,1,3,2,1
437,0,84,15,4,2,3,2,1,4,2,3,3,1,3,2,3,2,4,3,4,2,2,1,3,3,2,3,1,2
438,0,85,14,4,3,3,3,3,4,3,1,2,1,1,2,1,2,2,1,1,2,3,2,2,3,1,2,2,1
439,0,85,14,4,3,4,3,3,4,4,3,3,3,3,2,2,3,2,3,2,3,3,3,2,3,4,3,3,4
440,0,85,14,3,4,4,4,4,4,2,3,3,3,4,2,4,4,2,4,4,3,4,3,3,4,4,4,4,4
441,1,84,15,2,3,1,4,2,1,2,4,2,1,1,1,1,1,2,3,2,2,1,2,3,2,1,1,1,2
442,1,85,14,1,4,3,4,3,3,1,1,4,1,2,1,1,1,3,1,1,2,3,3,2,3,1,1,1,1
443,1,85,14,1,1,2,1,1,3,2,2,1,1,1,1,1,1,4,1,4,4,4,1,4,1,1,1,1,1
444,0,84,15,2,3,2,1,1,1,4,3,2,4,3,3,4,4,4,1,2,3,2,3,3,4,3,2,2,1
445,1,84,15,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2
446,1,84,15,3,4,4,4,3,3,2,2,3,1,2,2,3,3,2,2,3,3,3,4,3,3,4,4,4,3
447,1,84,15,1,1,1,1,3,3,1,1,1,1,2,1,3,1,3,1,1,1,3,3,3,3,1,1,1,3
448,0,84,15,1,1,2,2,2,3,2,3,2,4,2,1,1,3,1,1,2,1,3,1,1,2,1,3,1,1
449,1,84,15,3,1,2,4,2,2,2,1,1,1,1,3,1,1,3,1,1,1,2,4,2,1,,2,4,1
450,0,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,1,83,16,4,4,4,4,2,4,4,2,4,4,4,1,3,4,2,4,2,2,4,2,2,4,4,4,2,2
452,0,84,15,4,3,4,3,2,4,4,1,2,2,2,2,3,3,4,1,3,4,4,1,4,4,1,1,3,4
453,0,84,15,2,3,2,4,3,3,3,3,3,2,2,2,3,2,2,3,3,1,3,2,3,3,2,3,4,2
454,0,84,15,4,3,3,3,2,3,3,2,2,2,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,3
455,0,84,15,3,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3
